"","correctedCR","CR"
"104","PLAUE C COOK LR DATA JOURNALISM LESSONS LEARNED WHILE DESIGNING AN INTERDISCIPLINARY SERVICE COURSE PROCEEDINGS OF THE 46TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE 15 PP 126-131 2015","PLAUE C COOK L DATA JOURNALISM LESSONS LEARNED WHILE DESIGNING AN INTERDISCIPLINARY SERVICE COURSE PROCEEDINGS OF THE 46TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 126-131 2015"
"105","PLAUE C COOK LR DATA JOURNALISM LESSONS LEARNED WHILE DESIGNING AN INTERDISCIPLINARY SERVICE COURSE PROCEEDINGS OF THE 46TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE 15 PP 126-131 2015","PLAUE C COOK L DATA JOURNALISM LESSONS LEARNED WHILE DESIGNING AN INTERDISCIPLINARY SERVICE COURSE SIGCSE PP 126-131 2015"
"106","PROVOST F FAWCETT T DATA SCIENCE AND ITS RELATIONSHIP TO BIG DATA AND DATA-DRIVEN DECISION MAKING BIG DATA 1 1 PP 51-59 2013","PROVOST F 2013 BIG DATA V1 P51 DOI 101089/BIG20131508"
"107","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE THE AMERICAN STATISTICIAN 72 4 PP 382-391 2018","HICKS S IRIZARRY R A GUIDE TO TEACHING DATA SCIENCE 2016"
"108","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE THE AMERICAN STATISTICIAN 72 4 PP 382-391 2018","HICKS S IRIZARRY R A GUIDE TO TEACHING DATA SCIENCE AMERICAN STATISTICIAN 2017"
"109","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE THE AMERICAN STATISTICIAN 72 4 PP 382-391 2018","HICKS S C IRIZARRY R A A GUIDE TO TEACHING DATA SCIENCE AMER STATIST 72 PP 382-391 2018"
"110","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE THE AMERICAN STATISTICIAN 72 4 PP 382-391 2018","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE 2017"
"111","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE THE AMERICAN STATISTICIAN 72 4 PP 382-391 2018","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE AM STATISTICIAN 72 PP 382-391 2018"
"112","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE THE AMERICAN STATISTICIAN 72 4 PP 382-391 2018","HICKS SC IRIZARRY RA A GUIDE TO TEACHING DATA SCIENCE AM STAT 72 4 PP 382-391 2018"
"113","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BREWER S BROCKS H BECKER J HEUTELBECK D HEMMJE M EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 3RD IEEE STC CC AND RDA WORKSHOP ON CURRICULA AND TEACHING METHODS IN CLOUD COMPUTING BIG DATA AND DATA SCIENCE DTW2016"
"114","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY PP 620-626 2016"
"115","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BREWER S BROCKS H BECKER J HEUTELBECK D MATTHIAS HEMMJE EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 3RD IEEE STC CC AND RDA WORKSHOP ON CURRICULA AND TEACHING METHODS IN CLOUD COMPUTING BIG DATA AND DATA SCIENCE DTW2016 PROCTHE 8TH IEEE INTERNATIONAL CONFERENCE AND WORKSHOPS ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM2016 2016"
"116","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM 2016 PP 620-626 2016"
"117","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A ET AL EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM 2016"
"118","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUMWOUTER LOS TOMASZ WIKTORSKI A MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016"
"119","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y ET AL EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016"
"120","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y ET AL EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY PROC THE 8TH IEEE INTERNATIONAL CONFERENCE AND WORKSHOPS ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE 2016"
"121","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM IEEE 2016"
"122","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BREWER S BROCKS H BECKER J HEUTELBECK D HEMMJE M EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 3RD IEEE STC CC AND RDA WORKSHOP ON CURRICULA AND TEACHING METHODS IN CLOUD COMPUTING BIG DATA AND DATA SCIENCE DTW2016 PROC THE 8TH IEEE INTERNATIONAL CONFERENCE AND WORKSHOPS ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM2016 2016"
"123","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016","DEMCHENKO Y BELLOUM A LOS W WIKTORSKI T MANIERI A BROCKS H BECKER J HEUTELBECK D HEMMJE M BREWER S EDISON DATA SCIENCE FRAMEWORK A FOUNDATION FOR BUILDING DATA SCIENCE PROFESSION FOR RESEARCH AND INDUSTRY IN 2016 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 620-626 2016"
"124","DANYLUK A LEIDIG P MCGETTRICK A CASSEL L DOYLE M SERVIN C SCHMITT K STEFIK A COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE PROGRAMS AN ACM TASK FORCE FINAL REPORT IN PROCEEDINGS OF THE 52ND ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 1119-1120 2021","COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE CURRICULA 2021"
"125","DANYLUK A LEIDIG P MCGETTRICK A CASSEL L DOYLE M SERVIN C SCHMITT K STEFIK A COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE PROGRAMS AN ACM TASK FORCE FINAL REPORT IN PROCEEDINGS OF THE 52ND ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 1119-1120 2021"," ACM DATA SCIENCE TASK FORCE COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE CURRICULA 2021"
"126","DANYLUK A LEIDIG P MCGETTRICK A CASSEL L DOYLE M SERVIN C SCHMITT K STEFIK A COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE PROGRAMS AN ACM TASK FORCE FINAL REPORT IN PROCEEDINGS OF THE 52ND ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 1119-1120 2021","COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE CURRICULA 2019"
"127","DANYLUK A LEIDIG P MCGETTRICK A CASSEL L DOYLE M SERVIN C SCHMITT K STEFIK A COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE PROGRAMS AN ACM TASK FORCE FINAL REPORT IN PROCEEDINGS OF THE 52ND ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 1119-1120 2021","DANYLUK A LEIDIG P MCGETTRICK A CASSEL L DOYLE M SERVIN C SCHMITT K STEFIK A COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE PROGRAMS AN ACM TASK FORCE FINAL REPORT PP 1119-1120 2021"
"128","DANYLUK A LEIDIG P MCGETTRICK A CASSEL L DOYLE M SERVIN C SCHMITT K STEFIK A COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE PROGRAMS AN ACM TASK FORCE FINAL REPORT IN PROCEEDINGS OF THE 52ND ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 1119-1120 2021","LEIDIG PM CASSEL L ACM TASKFORCE EFFORTS ON COMPUTING COMPETENCIES FOR UNDERGRADUATE DATA SCIENCE CURRICULA PROCEEDINGS OF THE 2020 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 519-520 2020"
"129","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B E BUSSONNIER M FREDERIC J IVANOV P JUPYTER NOTEBOOKS-A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS ELPUB PP 87-90 2016","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B BUSSONNIER M FREDERIC J ET AL JUPYTER NOTEBOOKS--A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS PROCEEDINGS OF THE 20TH INTERNATIONAL CONFERENCE ON ELECTRONIC PUBLISHING PP 87-90 2016"
"130","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B E BUSSONNIER M FREDERIC J IVANOV P JUPYTER NOTEBOOKS-A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS ELPUB PP 87-90 2016","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B BUSSONNIER M FREDERIC J KELLEY K HAMRICK J GROUT J CORLAY S ET AL JUPYTER NOTEBOOKS—A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS POSITIONING AND POWER IN ACADEMIC PUBLISHING PLAYERS AGENTS AND AGENDAS PP 87-90 2016"
"131","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B E BUSSONNIER M FREDERIC J IVANOV P JUPYTER NOTEBOOKS-A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS ELPUB PP 87-90 2016","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B BUSSONNIER M FREDERIC J KELLEY K HAMRICK J GROUT J CORLAY S ET AL JUPYTER NOTEBOOKS-A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS POSITIONING AND POWER IN ACADEMIC PUBLISHING PLAYERS AGENTS AND AGENDAS PP 87-90 2016"
"132","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B E BUSSONNIER M FREDERIC J IVANOV P JUPYTER NOTEBOOKS-A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS ELPUB PP 87-90 2016","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B BUSSONNIER M FREDERIC J KELLEY K HAMRICK J GROUT J CORLAY S IVANOV P AVILA D ABDALLA S WILLING C JUPYTER DEVELOPMENT T JUPYTER NOTEBOOKS—A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS POSITIONING AND POWER IN ACADEMIC PUBLISHING PLAYERS AGENTS AND AGENDAS PP 87-90 2016"
"133","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B E BUSSONNIER M FREDERIC J IVANOV P JUPYTER NOTEBOOKS-A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS ELPUB PP 87-90 2016","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B BUSSONNIER M FREDERIC J KELLEY K HAMRICK J GROUT J CORLAY S IVANOV P AVILA D ABDALLA S WILLING C JUPYTER NOTEBOOKS–A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS POSITIONING AND POWER IN ACADEMIC PUBLISHING PLAYERS AGENTS AND AGENDAS PP 87-90 2016"
"134","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER B E BUSSONNIER M FREDERIC J IVANOV P JUPYTER NOTEBOOKS-A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS ELPUB PP 87-90 2016","KLUYVER T RAGAN-KELLEY B PEREZ F GRANGER BE BUSSONNIER M FREDERIC J KELLEY K HAMRICK JB GROUT J CORLAY S ET AL JUPYTER NOTEBOOKS-A PUBLISHING FORMAT FOR REPRODUCIBLE COMPUTATIONAL WORKFLOWS ELPUB PP 87-90 2016"
"135","MIKE K HAZZAN O MACHINE LEARNING FOR NON-MAJOR DATA SCIENCE STUDENTS A WHITE BOX APPROACH STATISTICS EDUCATION RESEARCH JOURNAL 21 2 2022","MIKE K HAZZAN O MACHINE LEARNING FOR NON-MAJORS A WHITE BOX APPROACH STATISTICS EDUCATION RESEARCH JOURNAL 21 2 2022"
"136","MIKE K HAZAN T HAZZAN O EQUALIZING DATA SCIENCE CURRICULUM FOR COMPUTER SCIENCE PUPILS KOLI CALLING20 PROCEEDINGS OF THE 20TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH PP 1-5 2020","MIKE K HAZAN T HAZZAN O EQUALIZING DATA SCIENCE CURRICULUM FOR COMPUTER SCIENCE PUPILS KOLI CALLING-INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH 20 PP 1-5 2020"
"137","MIKE K HAZAN T HAZZAN O EQUALIZING DATA SCIENCE CURRICULUM FOR COMPUTER SCIENCE PUPILS KOLI CALLING20 PROCEEDINGS OF THE 20TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH PP 1-5 2020","MIKE K HAZAN T HAZZAN O EQUALIZING DATA SCIENCE CURRICULUM FOR COMPUTER SCIENCE PUPILS PP 1-5 2020"
"138","MIKE K HAZAN T HAZZAN O EQUALIZING DATA SCIENCE CURRICULUM FOR COMPUTER SCIENCE PUPILS KOLI CALLING20 PROCEEDINGS OF THE 20TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH PP 1-5 2020","MIKE K HAZAN T HAZZAN O EQUALIZING DATA SCIENCE CURRICULUM FOR COMPUTER SCIENCE PUPILS IN KOLI CALLING20 PROCEEDINGS OF THE 20TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH PP 1-5 2020"
"139","ROSENBERG-KIMA R B MIKE K TEACHING ONLINE TEACHING USING THE TASK-CENTERED INSTRUCTIONAL DESIGN STRATEGY FOR ONLINE COMPUTER SCIENCE TEACHERS PREPARATION TEACHING TECHNOLOGY AND TEACHER EDUCATION DURING THE COVID-19 PANDEMIC STORIES FROM THE FIELD PP 119-123 2020","ROSENBERG-KIMA RB MIKE K TEACHING ONLINE TEACHING USING THE TASK-CENTERED INSTRUCTIONAL DESIGN STRATEGY FOR ONLINE COMPUTER SCIENCE TEACHERS PREPARATION TEACHING TECHNOLOGY AND TEACHER EDUCATION DURING THE COVID-19 PANDEMIC STORIES FROM THE FIELD PP 119-123 2020"
"140","BARGAGLIOTTI A FRANKLIN C ARNOLD P GOULD R JOHNSON S PEREZ L SPANGLER DA PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION II GAISE II 2020","BARGAGLIOTTI A ET AL 2020 PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION II GAISE II"
"141","BARGAGLIOTTI A FRANKLIN C ARNOLD P GOULD R JOHNSON S PEREZ L SPANGLER DA PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION II GAISE II 2020","BARGAGLIOTTI A FRANKLIN C ARNOLD P ET AL 2020 PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION II GAISE II A FRAMEWORK FOR STATISTICS AND DATA SCIENCE EDUCATION"
"142","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","BERMAN F ET AL REALIZING THE POTENTIAL OF DATA SCIENCE COMMUN ACM 61 4 PP 67-72 2018"
"143","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","BERMAN F REALIZING THE POTENTIAL OF DATA SCIENCE 2018"
"144","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY A S REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATION OF THE ACM 61 4 PP 67-72 2018"
"145","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V ET AL REALIZING THE POTENTIAL OF DATA SCIENCE COMMUN ACM 61 4 PP 67-72 2018"
"146","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018"
"147","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY A S REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018"
"148","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018"
"149","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","BERMAN F STODDEN V SZALAY AS RUTENBAR R HAILPERN B CHRISTENSEN H RAGHAVAN P REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018"
"150","BERMAN F RUTENBAR R HAILPERN B CHRISTENSEN H DAVIDSON S ESTRIN D FRANKLIN M MARTONOSI M RAGHAVAN P STODDEN V SZALAY AS REALIZING THE POTENTIAL OF DATA SCIENCE COMMUNICATIONS OF THE ACM 61 4 PP 67-72 2018","REALIZING THE POTENTIAL OF DATA SCIENCE FINAL REPORT FROM THE NATIONAL SCIENCE FOUNDATION COMPUTER AND INFORMATION SCIENCE AND ENGINEERING ADVISOR COMMITTEE DATA SCIENCE WORKING GROUP 2016"
"151","HEINEMANN B OPEL S BUDDE L SCHULTE C FRISCHEMEIER D BIEHLER R PODWORNY S WASSONG T DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS PROCEEDINGS OF THE 18TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH—KOLI CALLING18 PP 1-5 2018","HEINEMANN B ET AL DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS ACM INT CONF PROCEEDING SER 2018"
"152","HEINEMANN B OPEL S BUDDE L SCHULTE C FRISCHEMEIER D BIEHLER R PODWORNY S WASSONG T DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS PROCEEDINGS OF THE 18TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH—KOLI CALLING18 PP 1-5 2018","HEINEMANN B ET AL DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS PROCEEDINGS OF THE ACM INT CONF PROCEEDING SER PP 1-5 2018"
